name,latitude,longitude,is_similar
kNhxxUpqqPJLmeh,12.90008894,77.52488981,0
DoogkGPglaOVapTC,13.04136705,77.68444569,1
DoogkGPglaOVapT,13.04128267,77.68541159,1
AfxToToeaPWvZWPw,13.04710662,77.60154707,1
AfxToToeaPWvZWP,13.04793998,77.60200775,1
oktOgZVpMgzkIoQ,13.04352344,77.60829813,0
dYtwXpiLZZGKyXp,12.91862829,77.60075689,0
NnvpamKFZgFAymr,12.95603152,77.74012493,0
epgERAsQdMmYvlWO,13.07155663,77.47753799,1
epgERAsQdMmYvlW,13.07123212,77.47760893,1
OIuTonvpKemVxgj,13.0058949,77.44596757,0
cJsgpIDaapwLLzL,12.98537262,77.50694462,0
QGKQMGFUVAUvHwbi,12.95693668,77.70543799,1
QGKQMGFUVAUvHwb,12.95770286,77.70571514,1
xbqFuavSOQEbmvv,12.8739781,77.5724454,0
jXlmRpRPbcSCigw,12.88871668,77.68973237,0
zPSWlKdbuVOtkqR,13.01197464,77.66341523,0
ZxqUVgjukCQVYmT,12.93490366,77.72460942,0
cNiURThlENYskRGc,12.98476039,77.69799223,1
cNiURThlENYskRG,12.98379327,77.69712206,1
DBhEnsjgbbSoIUZY,13.07286689,77.46666114,1
DBhEnsjgbbSoIUZ,13.07276436,77.46578817,1
tNKXZupORAhTcLB,13.08963594,77.73822511,0
XfKIVKiFANgrzFL,12.92785866,77.52022848,0
eDSyWpjMyyocOyY,12.92334853,77.67778596,0
mMwvSDnetrjTSDh,12.95678006,77.47937814,0
kKcvnpZxEITgtWn,13.06920524,77.74304771,0
jsCAcWwwZaVQJWj,12.996604,77.67329173,0
IpIbcehVaYtLLQH,13.03674631,77.49266374,0
UwyonqUKbSPzXSa,12.9179939,77.60333463,0
pXiQXYXRSplaDGz,12.90456523,77.52698705,0
BKDioYovhahsMLe,13.08510126,77.4527782,0
AxKufLnhldOPnv,12.86534346,77.52254096,1
AxKufWLnhldOPnv,12.86453359,77.52222344,1
NdDtvDjHpfaPiyH,12.88531773,77.67983335,0
zqRqksOVHZNxmRj,12.87630747,77.54438748,0
pttxSxLaIpzZxHx,13.0746746,77.57028659,0
KdTDLHVuPULRgFl,12.94081081,77.70197592,0
WWNOGyYeqfvkmmx,12.86092816,77.69970491,0
TOKCbBDbOFiAkeE,13.04858405,77.46829898,0
JIisjtNghRsdZr,13.03734047,77.55605579,1
JKIisjtNghRsdZr,13.03800229,77.55518971,1
KMXYsjDVZBtjByM,12.96493712,77.64424296,0
wybMltMlRsyUSZUm,12.99332458,77.47070937,1
wybMltMlRsyUSZU,12.99264553,77.47036483,1
eZhnAOaNvkrmaZd,12.97645102,77.69596626,0
HhAfeqRCcyXQQMC,13.00331059,77.71872418,0
IUIUrQnxTdPuvgN,12.87738032,77.62435024,0
NvfVdgksiTNCgpF,12.8975894,77.72644444,0
LrmrIIpDnzxnKEfZ,13.02000691,77.63064691,1
LrmrIIpDnzxnKEf,13.01995854,77.63117947,1
JPDlSIxcnMvREbx,12.99378448,77.54732492,0
LGohaCXZoyALWDM,12.85982887,77.64417158,0
hsGOVBKAoXyAoNB,12.85445025,77.44794147,0
NjBuSQsdLLpocYw,12.91486517,77.62069408,0
XWyBWdhElXWkSsU,12.97371043,77.614359,0
KLbWzaMSxQizCvS,12.86608053,77.6778207,0
jQWgMYpmzAHYzHe,12.94565178,77.4822252,0
KxRKKqiAJLYhYMB,12.96009339,77.69009934,0
xKYRkBITsRosvMx,12.95759521,77.65464294,0
NRfshQaysaMRWIA,12.86474615,77.47818832,0
joTFJKovMIUVQtvT,13.02408021,77.61917823,1
joTFJKovMIUVQtv,13.02313643,77.61888564,1
kpqhwoqJYWmaitW,13.08573377,77.4901042,0
UWPAOdWOoDDQLsI,12.94164894,77.54177971,0
IfCkjzOQKtbPJee,12.8621816,77.46421703,0
KdTUHUUKLYARyfX,12.99237072,77.69933522,0
fEvlCaVXFFuAHzk,13.0878618,77.5532462,0
lLKnbTkIlrLJifE,12.88152578,77.46534213,0
GVuGPdbPLNDBxgc,13.08262035,77.67532088,0
UAuIbMnrqHgViZv,12.94206573,77.73847981,0
ukAcnnNJEQJefQP,13.060271,77.65621047,0
ArnQxoKYkDZyFatX,13.05004888,77.61627523,1
ArnQxoKYkDZyFat,13.05093302,77.6154149,1
ooeqqlxEaLOhdIr,12.95584811,77.57710088,0
OAAObErlxdVkOet,12.91261779,77.6401051,0
hefDlnEonRQwJmB,13.08886052,77.62559194,0
CnRfsPRFUuNJhw,12.92632596,77.61283747,1
CnRfsPRFUuNJhAw,12.92583049,77.61288428,1
ryFAGHHkenZGxjN,13.05390596,77.68370116,0
dtMmdVfCfDeIbiL,12.86923006,77.63807034,0
jpHAiXjdJjPimTc,12.96852484,77.58890616,0
AtAdbtgwGLoFlic,12.87193945,77.59814322,0
NRWiVJWuPOCeZVU,12.98014523,77.59174941,0
BQpBtdNGIRjYTRUm,12.85611945,77.69788929,1
BQpBtdNGIRjYTRU,12.85636785,77.69812096,1
sSoPpXKpdFYXxHF,13.07467261,77.45991592,0
glFalYEzWEsaqSX,13.02371107,77.54687108,0
JdJPAWxkuCCAKrx,13.09522672,77.73503176,0
qNgKGyXMCehfNnW,12.95301425,77.54120878,0
dzuXQcYlKqAjgZJ,12.92054263,77.58031383,0
tnEYDnFDJouBjHY,13.09107988,77.6508267,0
lWndPrbYBwtVjA,12.94878951,77.65649655,1
lWndPrbYBwtVjAU,12.94874789,77.65738604,1
EkkrUCSmBLTSTz,12.97266174,77.66617968,1
EkkrUCSmBLTSTzC,12.97227366,77.66638536,1
fsQDbbsUZCWicXN,13.05937872,77.59086556,0
hwqgDBUcZbgmHxzw,12.98380445,77.62490629,1
hwqgDBUcZbgmHxz,12.98325809,77.62456361,1
KFAzSYSuqRxBxBz,12.93862602,77.50084224,0
TadhTexQbIhorfb,12.87364188,77.63736943,0
pXRWmAVyotyqYtH,13.07641665,77.54604294,0
UlwrkwvpctzsLBG,13.02933632,77.51380417,0
RciNFriZVRkMnhL,12.95972504,77.65200543,0
tSPaHnvEbJJEjru,12.86478118,77.51605084,0
wdsAMecxiDrAamd,13.02627291,77.69457204,0
UDwbAQBMeUPfXca,13.01178861,77.4953313,0
FFPXMGtUqxDXodv,12.94304809,77.61179468,0
OhHSbmTBeTbmTKz,13.00414299,77.57626911,0
kcLzdPeCnkqlhlv,12.88916237,77.4668416,0
kJwjWmAbRrpSeFW,13.04901532,77.70099858,0
BQyMXKoPTHzzoZm,12.86225319,77.69304178,0
ExGKmWBmEbrgrzX,12.86222373,77.48145978,0
acketlKpXhcGiMcw,13.02290091,77.72603845,1
acketlKpXhcGiMc,13.02381356,77.72701595,1
yOmcagHtiMsceOH,12.92132981,77.65404871,0
zsXGztDGTiYIiKk,13.00283795,77.67110016,0
biSfdxNiyizULhFr,13.01405843,77.68870919,1
biSfdxNiyizULhF,13.01466811,77.68940312,1
KqNJrejuJqrVjwan,12.88150247,77.65193118,1
KqNJrejuJqrVjwa,12.88202623,77.65240043,1
GDVQKUQtzFJBWkY,13.00233717,77.7155415,0
JwWgwFfCibUbkmx,12.92125324,77.65875185,0
vKPmBXuxEARXlZg,13.083755,77.73490609,0
hGTRCNOMzcyxMag,12.94248034,77.68637184,0
KmyDmxIapLOKhiW,12.85930043,77.62225386,0
oPsIbIGTAWgckJf,12.87593251,77.68085992,0
WWPDDTjjKNMDtap,12.94176028,77.54600124,0
hiYBsWslVlovoPY,13.03515014,77.71643426,0
lYSgWGNZnYmBGDF,12.98403493,77.63529444,0
kqWIMeaoZrwqGW,12.88045008,77.71691689,1
kqWIdMeaoZrwqGW,12.8802571,77.7161951,1
IWHcGBYNHUYKZOJ,12.96779584,77.46720127,0
zhaWaYdsRLmTooJ,12.98895949,77.52393824,0
hDZCNhmjBxZkXDv,13.0478097,77.66422931,0
HFdKKRkHUmdOVqw,13.00340552,77.62266594,0
rGkCicxdHNhBRWc,13.07146532,77.44629197,0
ccfGqYGPOcwLBwZ,12.91142727,77.56110917,0
IXkWqTDSNvXiafO,13.09470116,77.64107443,0
HLuSmtUuvqhoyMY,13.06212559,77.50885443,0
OdlpurLXUGhiCaS,12.93361026,77.61415034,0
kLjDePipuNdQYRY,12.86647894,77.58657476,0
nvdUvfplxjiPYGLK,12.93627132,77.55350705,1
nvdUvfplxjiPYGL,12.93594207,77.5527763,1
wyahFihpVcSJdck,12.99927475,77.55183663,0
jsvMAeBSSLnbfSv,12.88161617,77.45850959,0
docNiWIhtusveKq,13.09073737,77.65700944,0
OqJijwWCfiglkf,12.99564794,77.72774753,1
OqJijwWCfigslkf,12.99654552,77.72680079,1
hTEBAWYvcKuAvNuA,13.04051054,77.44930125,1
hTEBAWYvcKuAvNu,13.04069183,77.4495803,1
XNerJTBBvYyqRNc,12.90248701,77.45840396,0
PfbzjRwwQMklEiD,12.89796523,77.73997539,0
CYuBtPCgDJFWZz,12.87199334,77.50966818,1
CYuBtPCgDJFWZLz,12.87297278,77.50920974,1
LOgdSCRsXuMQLJ,12.96783657,77.52564738,1
LOgNdSCRsXuMQLJ,12.96842349,77.52635916,1
NKPftpjZlAggUCv,12.93173649,77.48186013,0
bgRZHJqNIwPCuMI,13.06765511,77.63704131,0
ZAJnKCFBinARdsn,13.00164405,77.62958002,0
ZWJQYMoZEoklxce,12.86307497,77.71872802,0
JSYIWDDWPYOeWqO,12.87793385,77.48893868,0
VKbZbsWmEVpAxYQ,12.85569442,77.66597271,0
wRehcKJMtKwLNkl,12.97872706,77.56493963,0
KjfmIWbZbjJvRHL,12.90558158,77.70819279,0
ElUlHRrHhaEfcxX,13.00939415,77.62518681,0
biQyPcWBIzkwZDl,12.87518709,77.64271437,0
tbmgCjpsBBaQtEq,12.98729108,77.68729161,0
GJwyCyMNEySoQlS,12.89787431,77.71540553,0
UmJKGtRBtZMvAiH,12.94608527,77.56985894,0
iFmSXJZYvhzcuQL,13.09671521,77.73976603,0
HHfmFmqtRRrFqud,13.05058677,77.60248187,0
UdmPbaSQHXYUjXZ,12.90561273,77.53067755,0
RZXzrxjpGnUnpzq,12.87933751,77.66047714,0
owcPWlILgqCOtpM,12.88520196,77.58790443,0
jOJWONdYjTcSjyj,12.92828074,77.4980236,0
cKuUcmOiFdoBYHZ,12.86023824,77.53468606,0
SvtadFcxZZhZmXf,13.06081483,77.52375147,0
oLLotcExJdQqFbd,13.06051125,77.69009643,0
ikONQSMkWmihgjP,12.88413118,77.44672143,0
FkgmdXfQWFLiMCw,12.990572,77.5568528,0
KmmBqkaneOFwVfW,12.88258121,77.51129916,0
qyYbtMGMOuVbnxA,12.92187038,77.58995305,0
btzGHZDqWolXMWe,13.08853262,77.55927266,0
vfSyjUIajJLcGeu,12.97721175,77.47490206,0
GfSfNIaFCpgpBes,12.88060337,77.66553239,0
PJzoRUmbXOEGjGH,13.07758505,77.62937571,0
DixjOhqtvAdiSWg,12.90307645,77.73529386,0
ZbRlYFHJZlemlcg,12.86041072,77.7012641,0
bVWuJHPDKrkGyqG,13.00562174,77.47403696,0
WEeegLYYvdQftC,12.97894562,77.67529068,1
WEeeTgLYYvdQftC,12.97951229,77.67509942,1
ytuqkpYPdwphopm,13.02369942,77.52356917,0
YfxWxCKlmeOQrN,12.99573772,77.46042725,1
YfxWxCKllmeOQrN,12.99657891,77.46102703,1
MrjYiKFDVosaAjL,13.08656082,77.7012288,0
qdUtWNBvbtuZnil,12.94787281,77.47705011,0
DBDGxHfguqOEbop,12.98864582,77.53089514,0
CLUfDxWsNRlwZHg,13.04345919,77.60418237,0
OCLSBShQbPRvpgU,13.03285703,77.49677652,0
YfiGoOwmnQLyjRi,12.90693182,77.54691737,0
YApDJtqauwNgAHN,12.93203102,77.73580676,0
oEJllKszAxQaEaY,13.02054676,77.5931313,0
QkMhLEJVsvkOWIp,12.94894245,77.50384472,0
VLHkwWryfdbdhHN,13.04137236,77.50291044,0
woLNuGHIyFutqqT,13.03083027,77.68109205,0
ttjpAppqdIOtlgFD,13.0077761,77.53102153,1
ttjpAppqdIOtlgF,13.00868142,77.53104197,1
mZYydyyDPPpPzuvQ,13.08197032,77.64048601,1
mZYydyyDPPpPzuv,13.08261148,77.64135174,1
iUcpSxGJjDRaZCq,13.0696309,77.70391191,0
KdxeZrLpKWPOHiO,13.04868728,77.46036519,0
DiAlBOqofqXTfiT,13.0613306,77.65465874,0
qYiNGLQDcCBbBNr,12.85350481,77.54323262,0
bzzaIJThXyJXbor,12.85624255,77.54152273,0
nrfjoBfdogrQQxd,12.93277823,77.57048618,0
QkwzQyaQqYbgzoP,12.93000103,77.51117383,0
cgWUWBJqaVrOolO,13.08576646,77.65233989,0
eZVvqYradDFHGWy,13.06230781,77.49254698,0
InXyxxYvuOtrwxBz,12.95902623,77.45580673,1
InXyxxYvuOtrwxB,12.95939381,77.45516488,1
jJVysWnvThEfVN,13.08383292,77.72253068,1
jEJVysWnvThEfVN,13.08456671,77.72250142,1
QcmbKHLRVzKopHoz,13.09475997,77.54369529,1
QcmbKHLRVzKopHo,13.09444933,77.54468402,1
uOfuqQKCfUvxLHzl,13.02864674,77.54081547,1
uOfuqQKCfUvxLHz,13.0281528,77.54018141,1
ZqvgwmPEoXzgQv,12.88636709,77.57976963,1
ZlqvgwmPEoXzgQv,12.88717757,77.58021503,1
yLlHSCHUezLTStAe,13.00426458,77.56316646,1
yLlHSCHUezLTStA,13.00485957,77.5638384,1
CrCgXFmgUzERwQn,13.07128627,77.54734298,0
zpVccYFOysOPBb,12.95258127,77.59260231,1
zpVccYFOcysOPBb,12.95173792,77.59243374,1
bbyIrLxZerivvyH,12.90954011,77.73538139,0
OhvhIuhUeIhJVxE,12.8666725,77.65034939,0
OlBYPNYBsPdUWIL,13.03715709,77.61938457,0
jAuCBcIOebjPtL,13.06804311,77.58078352,1
jAuCBcIOJebjPtL,13.06851383,77.58094941,1
SPGFVLoTKeaphGl,13.07265733,77.60297409,0
LQfhhHnoOZxXJZE,13.08995726,77.69899533,0
NjvldpTqMFjNvMv,13.0196115,77.61659045,0
UHvHflhMWGpvEzuo,12.92682368,77.58184944,1
UHvHflhMWGpvEzu,12.92597395,77.58158328,1
jPKsYKmnRlcIteL,12.96581469,77.52693339,0
BoJCqoJklxplftqF,13.04119265,77.47023635,1
BoJCqoJklxplftq,13.04176717,77.47074862,1
YWceWqRLvizUsFW,13.00689469,77.57664271,0
abPUkveuBTZyvNQ,13.02766485,77.68831149,0
eXmTPoTnqAZhYnV,12.98082922,77.67176533,0
xSqLSOLKrljikUy,13.09303929,77.50405508,0
tlRKGSfyXpdnszG,12.98710594,77.66757001,0
riKAKZfpzWWgqEC,12.88814807,77.49578211,0
UaNAjlVwovchJv,12.85776744,77.55587184,1
UaNAjlVmwovchJv,12.85746869,77.55611115,1
SYgrIhsaCxBHBh,12.92522869,77.53493873,1
SYgOrIhsaCxBHBh,12.92609061,77.53502269,1
RXWHxGrDCilrNTm,12.87818457,77.67181096,0
LUCJDdIUoXjSdke,12.99129092,77.46277797,0
GGyIQNLuyQuVsao,12.97687331,77.67744447,0
kjLLmhjgfgWBGfn,13.07842485,77.60425564,0
wWunSrwPQqAqciY,13.00494991,77.59111131,0
ZfPuYUtJPaAyrzw,12.85337183,77.62566124,0
lFiZgUTsYsmCcve,12.90639178,77.7326948,0
YAsqEAHoRqfIXEu,12.89125738,77.6353235,0
EYSEhwhuWVPoNFe,13.09226828,77.62601495,0
zdSedwsmTjFbTRq,12.90146008,77.73915179,0
XbOtjZlbsSqrrYRV,13.09255219,77.52968715,1
XbOtjZlbsSqrrYR,13.09202641,77.53052607,1
cwPnQlblARQNxgc,12.91936833,77.47650191,0
TAevJytephHIrIRM,13.01830247,77.65401142,1
TAevJytephHIrIR,13.01854974,77.6547496,1
uRUXGHDRExEeeHb,12.87976453,77.73931861,0
XajaetzVTUaSpHm,13.04437737,77.5780789,0
BNeHOoSzriPyNbA,13.05177169,77.45234936,0
lCARbRkAOZNJrMgI,13.02761337,77.68489833,1
lCARbRkAOZNJrMg,13.02758072,77.68448847,1
jVMitFHFeBXylUO,12.99274298,77.48944555,0
wTUEkXzUrWajsum,12.99037029,77.71140507,0
KgFlmuNurvKcSpE,12.92940587,77.69857804,0
xeWCIHHPNhwOMKl,12.97671309,77.50463218,0
ooobimnhkeFFtyD,12.89689129,77.67903661,0
YoKsktuOqMWVqm,12.93183096,77.60181359,1
YoKsBktuOqMWVqm,12.93246728,77.60277644,1
cTnDlXxtaQulmEF,12.88943207,77.52881898,0
FTBTVigRRBRuiOx,12.877061,77.53145068,0
DiNlziXGNFumRLf,12.93938223,77.61568709,0
PXyatwKsirkhLvW,12.98455144,77.65723646,0
xYplogMXRUarbHY,12.95291945,77.47028195,0
TXMPICPuOtKzpvz,13.0339225,77.68897684,0
dgqwhXuKotQYyIw,12.93644483,77.52063706,0
RdrWinoSIaJqtVt,12.93147193,77.55582922,0
LGJhslNCbtqaTbd,12.95529193,77.48937718,0
YXdWcQptEPkDLGp,13.06189198,77.73560525,0
biVjwvpxcitlbyA,12.85656182,77.60839428,0
cdWCGGBLCRmsXsiJ,13.01782513,77.46142488,1
cdWCGGBLCRmsXsi,13.01863267,77.46191952,1
aLkNGsfsCEGxqM,12.89941111,77.4838565,1
XaLkNGsfsCEGxqM,12.89874601,77.4839006,1
qYgMcfTPkSWhblr,13.09051472,77.60186213,0
RINznJedJopAEuO,12.9547676,77.63418282,0
IXDcuKmOfWjqfTF,13.05643614,77.71430747,0
JRqHDdwTdpSwjDsg,13.0628367,77.63304183,1
JRqHDdwTdpSwjDs,13.06302687,77.63275477,1
NpVbgsRlsPylVWd,12.92363537,77.70410993,0
waByRsUvHYbdGYs,12.87551531,77.72187387,0
UElutIQuKJDSaqW,13.07237703,77.57182399,0
PXJKpsMNmFqQFJh,13.02622402,77.50874096,0
gzvxBpINFCOewtSW,12.88658692,77.51896594,1
gzvxBpINFCOewtS,12.88730973,77.51796828,1
TlErXeVVUQYjTYk,13.00324758,77.64577376,0
xVddhbRRWBeIjtf,13.0341526,77.46203221,0
EyZQtxLzvXHireJ,12.91991068,77.53803797,0
cswlTnDcEWpQpxou,12.9466628,77.52429071,1
cswlTnDcEWpQpxo,12.94568078,77.52498338,1
lmGZlXHKNgHlXp,12.89765088,77.5589432,1
ElmGZlXHKNgHlXp,12.89801082,77.55808453,1
iklkffXSjCUHxIQ,13.03304186,77.62416076,0
kqGadMdIdxKBIOI,12.88203398,77.67885593,0
qBuXyESZtjaDGgdK,13.06161858,77.49529282,1
qBuXyESZtjaDGgd,13.06076227,77.49607772,1
sYKZWdrZxoANaz,13.05707461,77.48350317,1
sYKZWdrZxoANlaz,13.05769714,77.48279869,1
TuroaYbYlNIIswb,13.05087217,77.55466222,0
yCpuvRYgvLzzyWX,13.06221426,77.5095299,0
DrHOJKXjqEHwNuI,12.9998049,77.55179223,0
YZOvCiKFJOTQAx,12.88845403,77.71967933,1
YZOvCiKFJzOTQAx,12.88866532,77.72067297,1
pJmaPlLvlPEvury,13.04909559,77.45128753,0
xPbNQoupguslWG,12.88601669,77.58172979,1
xPbNQoupgsuslWG,12.88543206,77.58194123,1
rYIYHNtYjFVSoMl,12.90474506,77.54158835,0
